TIME	ALTITUDE	ORIENTATION_X	ORIENTATION_Y	ORIENTATION_Z	ANGVELOCITY_X	ANGVELOCITY_Y	ANGVELOCITY_Z	LINEARACCEL_X	LINEARACCEL_Y	LINEARACCEL_Z	MAGNETOMETER_X	MAGNETOMETER_Y	MAGNETOMETER_Z	ACCELEROMETER_X	ACCELEROMETER_Y	ACCELEROMETER_Z	GRAVITY_X	GRAVITY_Y	GRAVITY_Z	
4667551 5.07	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.02	0.00	15.06	40.19	-8.50	-0.69	-9.53	-2.14	-0.57	-9.55	-2.13	
4667630 5.09	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.11	0.02	0.02	14.25	39.50	-8.19	-0.68	-9.51	-2.13	-0.57	-9.55	-2.13	
4667709 5.16	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.11	0.05	0.00	14.00	40.19	-7.69	-0.68	-9.53	-2.13	-0.57	-9.55	-2.13	
4667789 5.15	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.10	0.04	0.01	15.06	39.06	-8.06	-0.69	-9.50	-2.15	-0.57	-9.55	-2.13	
4667869 5.16	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.11	0.05	0.01	14.00	39.50	-8.19	-0.69	-9.49	-2.11	-0.57	-9.55	-2.13	
4667947 5.19	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.09	0.03	-0.01	14.69	39.75	-7.25	-0.66	-9.51	-2.15	-0.57	-9.55	-2.13	
4668025 5.16	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	0.01	15.50	40.19	-8.50	-0.67	-9.52	-2.11	-0.57	-9.55	-2.13	
4668103 5.14	213.75	-3.31	102.56	-0.00	-0.00	-0.00	-0.13	0.04	0.00	15.06	39.50	-8.50	-0.70	-9.50	-2.14	-0.57	-9.55	-2.13	
4668181 5.22	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.04	0.00	14.25	39.06	-9.00	-0.69	-9.53	-2.10	-0.57	-9.55	-2.13	
4668261 5.14	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.12	0.02	0.01	14.69	38.75	-8.50	-0.68	-9.51	-2.11	-0.57	-9.55	-2.13	
4668341 5.19	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.09	0.03	0.00	14.00	39.75	-8.50	-0.69	-9.50	-2.15	-0.57	-9.55	-2.13	
4668420 5.21	213.75	-3.31	102.56	-0.00	-0.00	-0.00	-0.09	0.03	0.02	14.69	39.50	-8.19	-0.67	-9.52	-2.10	-0.57	-9.55	-2.13	
4668497 5.12	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.11	0.03	-0.02	13.56	39.06	-9.00	-0.68	-9.52	-2.15	-0.57	-9.55	-2.13	
4668576 5.12	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.12	0.03	0.00	14.00	39.06	-9.38	-0.69	-9.51	-2.12	-0.57	-9.55	-2.13	
4668653 5.10	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.11	0.02	0.02	14.69	39.06	-10.19	-0.69	-9.52	-2.10	-0.57	-9.55	-2.13	
4668732 5.06	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.10	0.04	0.00	15.06	40.19	-9.00	-0.69	-9.51	-2.14	-0.57	-9.55	-2.13	
4668812 5.13	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.11	0.04	0.01	14.69	40.19	-9.00	-0.68	-9.51	-2.15	-0.57	-9.55	-2.13	
4668892 5.15	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	0.00	14.00	38.75	-9.00	-0.70	-9.51	-2.14	-0.57	-9.55	-2.13	
4668972 5.18	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.12	0.03	0.01	14.69	39.06	-9.38	-0.69	-9.51	-2.11	-0.57	-9.55	-2.13	
4669050 5.20	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.10	0.02	0.02	14.25	40.19	-9.75	-0.67	-9.52	-2.10	-0.57	-9.55	-2.13	
4669129 5.11	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.11	0.01	0.01	14.69	40.56	-8.50	-0.69	-9.53	-2.11	-0.57	-9.55	-2.13	
4669206 5.10	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.12	0.02	0.00	14.69	40.56	-9.75	-0.70	-9.53	-2.13	-0.57	-9.55	-2.13	
4669284 5.13	213.75	-3.31	102.56	0.00	0.00	0.00	-0.12	0.03	0.00	14.69	40.19	-9.75	-0.70	-9.51	-2.11	-0.57	-9.55	-2.13	
4669363 5.15	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.02	0.00	14.69	39.75	-9.00	-0.69	-9.51	-2.14	-0.57	-9.55	-2.13	
4669443 5.12	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.03	0.00	14.69	40.19	-9.00	-0.67	-9.52	-2.13	-0.57	-9.55	-2.13	
4669523 5.12	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.11	0.03	0.01	14.69	40.19	-9.75	-0.68	-9.52	-2.11	-0.57	-9.55	-2.13	
4669600 5.19	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	-0.03	15.06	39.50	-8.19	-0.67	-9.51	-2.17	-0.57	-9.55	-2.13	
4669678 5.16	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.10	0.03	0.02	14.00	39.50	-9.00	-0.68	-9.52	-2.10	-0.57	-9.55	-2.13	
4669756 5.17	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.11	0.04	0.00	14.25	39.50	-8.50	-0.69	-9.50	-2.13	-0.57	-9.55	-2.13	
4669835 5.14	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.10	0.01	0.00	14.00	39.75	-8.50	-0.68	-9.53	-2.11	-0.57	-9.55	-2.13	
4669915 5.16	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.01	0.01	14.25	39.75	-9.00	-0.67	-9.50	-2.12	-0.57	-9.55	-2.13	
4669995 5.13	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.03	0.00	14.69	39.50	-7.69	-0.67	-9.51	-2.16	-0.57	-9.55	-2.13	
4670074 5.14	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	0.00	14.25	39.75	-9.00	-0.67	-9.52	-2.13	-0.57	-9.55	-2.13	
4670152 5.13	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.10	0.03	0.00	14.25	40.19	-8.19	-0.67	-9.52	-2.13	-0.57	-9.55	-2.13	
4670230 5.12	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.10	0.05	0.00	14.25	39.50	-9.00	-0.67	-9.49	-2.13	-0.57	-9.55	-2.13	
4670308 5.16	213.75	-3.31	102.56	0.00	-0.00	-0.00	-0.12	0.03	0.00	14.69	39.50	-9.00	-0.70	-9.52	-2.13	-0.57	-9.55	-2.13	
4670386 5.24	213.75	-3.31	102.56	0.00	0.00	0.00	-0.09	0.02	0.02	14.69	39.50	-8.19	-0.69	-9.51	-2.11	-0.57	-9.55	-2.13	
4670466 5.23	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.04	0.00	14.25	39.50	-9.00	-0.71	-9.51	-2.13	-0.57	-9.55	-2.13	
4670546 5.17	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.09	0.04	0.00	14.25	39.06	-8.06	-0.69	-9.48	-2.15	-0.57	-9.55	-2.13	
4670626 5.12	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.09	0.03	0.00	14.69	40.19	-9.00	-0.67	-9.51	-2.13	-0.57	-9.55	-2.13	
4670703 5.14	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.10	0.05	0.00	14.69	39.75	-8.50	-0.67	-9.50	-2.14	-0.57	-9.55	-2.13	
4670781 5.14	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.09	0.05	0.01	15.06	39.75	-9.00	-0.67	-9.49	-2.11	-0.57	-9.55	-2.13	
4670859 5.03	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.10	0.03	0.01	14.69	39.50	-9.38	-0.67	-9.51	-2.11	-0.57	-9.55	-2.13	
4670938 5.14	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.04	-0.01	15.06	40.19	-9.00	-0.66	-9.50	-2.10	-0.57	-9.55	-2.13	
4671017 5.12	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.04	0.00	14.25	39.06	-8.50	-0.68	-9.53	-2.11	-0.57	-9.55	-2.13	
4671097 5.10	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	0.00	15.06	39.50	-8.19	-0.68	-9.52	-2.13	-0.57	-9.55	-2.13	
4671177 5.09	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.09	0.03	0.02	14.69	38.75	-8.50	-0.66	-9.51	-2.10	-0.57	-9.55	-2.13	
4671255 5.12	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.11	0.03	-0.02	15.06	39.75	-9.00	-0.68	-9.51	-2.15	-0.57	-9.55	-2.13	
4671333 5.12	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.09	0.03	0.01	14.69	39.75	-9.00	-0.66	-9.51	-2.11	-0.57	-9.55	-2.13	
4671411 5.16	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.03	0.00	15.50	39.06	-9.00	-0.69	-9.51	-2.14	-0.57	-9.55	-2.13	
4671489 5.10	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.10	0.05	0.01	14.69	40.19	-8.06	-0.68	-9.50	-2.11	-0.57	-9.55	-2.13	
4671569 5.10	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.11	0.03	0.00	15.06	39.50	-9.00	-0.69	-9.51	-2.14	-0.57	-9.55	-2.13	
4671649 5.09	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.12	0.03	-0.01	14.25	39.75	-9.38	-0.68	-9.53	-2.14	-0.57	-9.55	-2.13	
4671729 5.12	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.05	0.00	15.06	39.75	-9.00	-0.68	-9.50	-2.12	-0.57	-9.55	-2.13	
4671805 5.07	213.75	-3.31	102.56	0.00	-0.00	-0.00	-0.11	0.01	-0.02	14.00	39.50	-8.50	-0.68	-9.53	-2.16	-0.57	-9.55	-2.13	
4671883 5.10	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.10	0.05	0.00	14.69	39.50	-9.38	-0.67	-9.49	-2.12	-0.57	-9.55	-2.13	
4671961 5.15	213.75	-3.31	102.56	0.00	-0.00	-0.00	-0.09	0.05	0.00	14.69	39.50	-8.06	-0.69	-9.53	-2.13	-0.57	-9.55	-2.13	
4672040 5.13	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.10	0.04	0.00	14.69	39.50	-9.00	-0.70	-9.51	-2.12	-0.57	-9.55	-2.13	
4672120 5.17	213.75	-3.31	102.56	0.00	0.00	0.00	-0.09	0.04	-0.02	14.69	39.75	-8.50	-0.68	-9.52	-2.11	-0.57	-9.55	-2.13	
4672200 5.15	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.07	0.05	0.00	15.06	39.50	-9.38	-0.68	-9.52	-2.14	-0.57	-9.55	-2.13	
4672280 5.08	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.10	0.01	0.00	15.06	40.19	-8.19	-0.68	-9.53	-2.12	-0.57	-9.55	-2.13	
4672357 5.11	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.11	0.03	-0.01	15.06	39.75	-8.50	-0.68	-9.52	-2.15	-0.57	-9.55	-2.13	
4672436 5.19	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.09	0.05	0.00	14.25	40.19	-9.38	-0.66	-9.49	-2.14	-0.57	-9.55	-2.13	
4672515 5.18	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	0.00	15.75	39.75	-9.38	-0.68	-9.52	-2.13	-0.57	-9.55	-2.13	
4672593 5.17	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.10	0.04	0.00	14.69	39.75	-9.00	-0.67	-9.51	-2.12	-0.57	-9.55	-2.13	
4672672 5.19	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.12	0.04	0.00	15.06	41.00	-9.38	-0.68	-9.51	-2.14	-0.57	-9.55	-2.13	
4672752 5.14	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.11	0.03	0.00	14.69	39.50	-9.00	-0.68	-9.51	-2.18	-0.57	-9.55	-2.13	
4672832 5.11	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.10	0.04	0.01	14.25	39.75	-8.19	-0.67	-9.51	-2.11	-0.57	-9.55	-2.13	
4672909 5.16	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.09	0.03	0.00	15.50	39.75	-8.50	-0.66	-9.51	-2.13	-0.57	-9.55	-2.13	
4672989 5.15	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.10	0.02	0.00	15.50	40.56	-7.69	-0.67	-9.53	-2.12	-0.57	-9.55	-2.13	
4673068 5.17	213.75	-3.31	102.56	0.00	-0.00	-0.00	-0.10	0.05	0.00	14.25	39.75	-7.69	-0.68	-9.50	-2.12	-0.57	-9.55	-2.13	
4673146 5.20	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.10	0.02	0.02	14.69	39.50	-8.19	-0.67	-9.53	-2.10	-0.57	-9.55	-2.13	
4673224 5.18	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.11	0.03	0.00	15.06	39.75	-7.25	-0.68	-9.51	-2.10	-0.57	-9.55	-2.13	
4673304 5.12	213.75	-3.31	102.56	0.00	0.00	0.00	-0.09	0.03	0.03	15.06	40.19	-8.19	-0.66	-9.52	-2.15	-0.57	-9.55	-2.13	
4673383 5.14	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	0.00	15.06	40.19	-8.06	-0.67	-9.51	-2.12	-0.57	-9.55	-2.13	
4673461 5.17	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.10	0.04	0.00	15.06	39.50	-6.88	-0.67	-9.50	-2.12	-0.57	-9.55	-2.13	
4673542 5.21	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.11	0.03	0.00	14.69	39.75	-9.00	-0.69	-9.52	-2.12	-0.57	-9.55	-2.13	
4673621 5.22	213.75	-3.31	102.56	0.00	-0.00	-0.00	-0.10	0.04	0.00	13.56	39.75	-9.00	-0.67	-9.51	-2.12	-0.57	-9.55	-2.13	
4673702 5.22	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.10	0.03	0.02	14.25	39.75	-8.50	-0.67	-9.52	-2.10	-0.57	-9.55	-2.13	
4673782 5.17	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.09	0.03	0.00	14.69	39.75	-8.50	-0.67	-9.52	-2.12	-0.57	-9.55	-2.13	
4673858 5.15	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	0.00	15.06	39.06	-8.50	-0.67	-9.51	-2.13	-0.57	-9.55	-2.13	
4673936 5.19	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.11	0.02	-0.01	14.00	39.50	-8.50	-0.67	-9.52	-2.13	-0.57	-9.55	-2.13	
4674014 5.28	213.75	-3.31	102.56	-0.00	-0.00	-0.00	-0.11	0.04	0.00	14.00	40.19	-9.00	-0.67	-9.54	-2.12	-0.57	-9.55	-2.13	
4674094 5.21	213.75	-3.31	102.56	-0.00	-0.00	-0.00	-0.11	0.03	0.00	14.25	40.19	-7.69	-0.68	-9.52	-2.12	-0.57	-9.55	-2.13	
4674174 5.15	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.13	0.04	0.00	14.00	40.19	-9.38	-0.68	-9.53	-2.15	-0.57	-9.55	-2.13	
4674254 5.21	213.75	-3.31	102.56	0.00	0.00	0.00	-0.12	0.03	0.00	15.06	40.19	-8.06	-0.69	-9.52	-2.13	-0.57	-9.55	-2.13	
4674334 5.21	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.11	0.03	0.00	14.25	40.19	-8.50	-0.68	-9.51	-2.12	-0.57	-9.55	-2.13	
4674411 5.18	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.10	0.05	-0.03	15.06	40.56	-8.06	-0.67	-9.50	-2.17	-0.57	-9.55	-2.13	
4674489 5.19	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.10	0.03	0.00	15.06	39.75	-9.38	-0.67	-9.51	-2.12	-0.57	-9.55	-2.13	
4674567 5.15	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.09	0.03	0.00	14.00	39.75	-9.00	-0.68	-9.50	-2.12	-0.57	-9.55	-2.13	
4674647 5.20	213.75	-3.31	102.56	-0.00	-0.00	-0.00	-0.11	0.04	0.00	14.25	39.75	-9.00	-0.67	-9.51	-2.12	-0.57	-9.55	-2.13	
4674727 5.22	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.09	0.04	0.01	15.06	39.50	-8.19	-0.68	-9.51	-2.10	-0.57	-9.55	-2.13	
4674807 5.19	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.10	0.03	0.00	14.69	39.50	-8.19	-0.67	-9.52	-2.17	-0.57	-9.55	-2.13	
4674887 5.23	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.11	0.02	0.00	14.69	40.19	-9.38	-0.69	-9.52	-2.12	-0.57	-9.55	-2.13	
4674965 5.25	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	0.00	14.25	39.75	-9.38	-0.68	-9.52	-2.13	-0.57	-9.55	-2.13	
4675045 5.24	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.11	0.01	-0.01	14.00	39.75	-8.19	-0.68	-9.54	-2.15	-0.57	-9.55	-2.13	
4675124 5.25	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	-0.01	14.69	40.56	-8.50	-0.68	-9.51	-2.15	-0.57	-9.55	-2.13	
4675204 5.23	213.75	-3.31	102.56	0.00	0.00	0.00	-0.09	0.04	0.01	14.69	39.50	-7.69	-0.67	-9.51	-2.11	-0.57	-9.55	-2.13	
4675282 5.26	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.10	0.03	0.00	14.25	39.75	-9.00	-0.67	-9.52	-2.14	-0.57	-9.55	-2.13	
4675360 5.28	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.11	0.03	0.00	14.69	39.50	-6.50	-0.69	-9.53	-2.12	-0.57	-9.55	-2.13	
4675439 5.29	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.11	0.04	0.00	14.69	39.75	-8.19	-0.68	-9.51	-2.13	-0.57	-9.55	-2.13	
4675517 5.22	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.11	0.02	0.00	14.25	39.75	-9.00	-0.69	-9.52	-2.13	-0.57	-9.55	-2.13	
4675597 5.23	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.10	0.06	-0.01	15.06	39.75	-8.50	-0.68	-9.48	-2.14	-0.57	-9.55	-2.13	
4675677 5.27	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.10	0.03	-0.01	15.06	39.50	-9.38	-0.68	-9.51	-2.15	-0.57	-9.55	-2.13	
4675757 5.22	213.75	-3.31	102.56	0.00	-0.00	-0.00	-0.09	0.03	0.00	13.56	39.75	-9.38	-0.66	-9.52	-2.13	-0.57	-9.55	-2.13	
4675837 5.20	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.10	0.04	0.02	14.69	39.50	-8.50	-0.68	-9.50	-2.10	-0.57	-9.55	-2.13	
4675914 5.18	213.75	-3.31	102.56	0.00	-0.00	-0.00	-0.10	0.03	-0.02	15.50	39.06	-9.00	-0.68	-9.51	-2.16	-0.57	-9.55	-2.13	
4675992 5.25	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	0.01	14.69	39.75	-8.50	-0.68	-9.48	-2.12	-0.57	-9.55	-2.13	
4676070 5.18	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.09	0.04	0.00	14.69	39.50	-9.75	-0.67	-9.52	-2.13	-0.57	-9.55	-2.13	
4676150 5.20	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.11	0.03	0.00	14.25	39.06	-9.38	-0.67	-9.53	-2.11	-0.57	-9.55	-2.13	
4676230 5.14	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.09	0.03	0.00	14.25	40.56	-8.06	-0.69	-9.50	-2.10	-0.57	-9.55	-2.13	
4676310 5.09	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.12	0.03	0.01	15.06	39.50	-9.00	-0.69	-9.51	-2.17	-0.57	-9.55	-2.13	
4676390 5.11	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.10	0.03	0.00	14.69	39.50	-9.00	-0.67	-9.52	-2.12	-0.57	-9.55	-2.13	
4676468 5.09	213.75	-3.31	102.56	0.00	0.00	0.00	-0.13	0.04	0.00	15.06	39.50	-8.19	-0.71	-9.50	-2.14	-0.57	-9.55	-2.13	
4676548 5.09	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.12	0.04	0.01	14.69	39.75	-9.00	-0.69	-9.51	-2.11	-0.57	-9.55	-2.13	
4676628 5.13	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.11	0.02	0.00	14.69	39.75	-7.69	-0.68	-9.53	-2.13	-0.57	-9.55	-2.13	
4676706 5.12	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.03	0.00	14.25	39.75	-7.69	-0.68	-9.52	-2.13	-0.57	-9.55	-2.13	
4676784 5.17	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.12	0.03	0.00	14.00	39.75	-9.00	-0.70	-9.51	-2.13	-0.57	-9.55	-2.13	
4676863 5.17	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.11	0.04	0.00	15.06	39.06	-8.19	-0.66	-9.51	-2.17	-0.57	-9.55	-2.13	
4676942 5.23	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.10	0.02	0.00	15.06	39.75	-9.38	-0.67	-9.53	-2.13	-0.57	-9.55	-2.13	
4677020 5.19	213.75	-3.31	102.56	0.00	-0.00	-0.00	-0.12	0.02	0.00	15.06	39.50	-9.75	-0.69	-9.53	-2.13	-0.57	-9.55	-2.13	
4677100 5.16	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.10	0.05	0.01	14.69	39.75	-10.19	-0.67	-9.49	-2.11	-0.57	-9.55	-2.13	
4677180 5.17	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.09	0.04	0.00	14.00	39.50	-9.00	-0.66	-9.51	-2.13	-0.57	-9.55	-2.13	
4677260 5.22	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.11	0.05	0.01	14.00	39.50	-8.19	-0.69	-9.50	-2.11	-0.57	-9.55	-2.13	
4677339 5.22	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.11	0.03	-0.02	14.25	39.75	-7.69	-0.68	-9.51	-2.16	-0.57	-9.55	-2.13	
4677416 5.18	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.02	0.01	14.25	39.75	-8.50	-0.68	-9.53	-2.11	-0.57	-9.55	-2.13	
4677494 5.12	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.03	0.00	14.25	39.75	-9.75	-0.68	-9.50	-2.14	-0.57	-9.55	-2.13	
4677573 5.12	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.03	0.00	14.25	39.75	-9.38	-0.68	-9.51	-2.14	-0.57	-9.55	-2.13	
4677652 5.12	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.09	0.01	0.01	14.69	40.19	-9.00	-0.67	-9.54	-2.11	-0.57	-9.55	-2.13	
4677732 5.09	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.11	0.03	0.00	14.69	40.19	-9.00	-0.69	-9.52	-2.14	-0.57	-9.55	-2.13	
4677812 5.05	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.12	0.02	0.00	15.06	39.50	-9.00	-0.70	-9.52	-2.12	-0.57	-9.55	-2.13	
4677892 5.04	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.14	0.03	-0.01	13.56	39.75	-8.06	-0.71	-9.51	-2.15	-0.57	-9.55	-2.13	
4677969 5.02	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.11	0.04	-0.02	15.50	39.06	-9.75	-0.69	-9.51	-2.15	-0.57	-9.55	-2.13	
4678047 5.06	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.04	0.02	15.06	39.75	-9.00	-0.67	-9.51	-2.13	-0.57	-9.55	-2.13	
4678125 5.05	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.12	0.02	-0.03	15.50	40.56	-9.75	-0.67	-9.51	-2.11	-0.57	-9.55	-2.13	
4678205 5.10	213.75	-3.31	102.56	0.00	0.00	-0.00	-0.09	0.05	0.00	14.25	39.50	-9.00	-0.68	-9.51	-2.09	-0.57	-9.55	-2.13	
4678285 5.08	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.10	0.05	0.00	14.69	39.75	-9.38	-0.69	-9.49	-2.15	-0.57	-9.55	-2.13	
4678365 5.04	213.75	-3.31	102.56	0.00	0.00	0.00	-0.12	0.04	-0.01	14.00	39.75	-7.69	-0.68	-9.51	-2.13	-0.57	-9.55	-2.13	
4678445 5.13	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.10	0.01	0.00	14.69	39.50	-9.00	-0.67	-9.53	-2.13	-0.57	-9.55	-2.13	
4678523 5.11	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.12	0.03	-0.01	14.69	39.75	-9.00	-0.70	-9.52	-2.14	-0.57	-9.55	-2.13	
4678602 5.10	213.75	-3.31	102.56	-0.00	0.00	0.00	-0.09	0.05	0.00	15.06	39.06	-8.19	-0.66	-9.50	-2.13	-0.57	-9.55	-2.13	
4678680 5.12	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.02	0.02	15.06	39.75	-9.00	-0.68	-9.52	-2.10	-0.57	-9.55	-2.13	
4678758 5.15	213.75	-3.31	102.56	-0.00	0.00	-0.00	-0.10	0.03	0.00	14.69	39.50	-9.75	-0.69	-9.51	-2.10	-0.57	-9.55	-2.13	
4678837 5.15	213.75	-3.31	102.56	0.00	-0.00	-0.00	-0.11	0.03	0.00	15.06	39.50	-8.50	-0.68	-9.51	-2.11	-0.57	-9.55	-2.13	
4678917 5.10	213.75	-3.31	102.56	-0.00	-0.00	0.00	-0.10	0.03	0.00	15.06	38.75	-7.69	-0.66	-9.52	-2.15	-0.57	-9.55	-2.13	
4678997 5.11	213.75	-3.31	102.56	0.00	0.00	0.00	-0.09	0.05	-0.01	15.50	40.56	-9.00	-0.66	-9.49	-2.14	-0.57	-9.55	-2.13	
4679075 5.04	213.75	-3.31	102.56	0.00	0.00	0.00	-0.10	0.06	0.00	14.25	38.75	-8.19	-0.68	-9.49	-2.12	-0.57	-9.55	-2.13	
4679155 5.00	213.75	-3.31	102.56	0.00	0.01	-0.00	-0.11	0.02	0.00	14.69	39.50	-8.50	-0.68	-9.52	-2.14	-0.57	-9.55	-2.13	
4679235 4.98	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.11	0.03	-0.03	13.56	39.75	-8.50	-0.69	-9.52	-2.16	-0.57	-9.55	-2.13	
4679315 4.97	213.75	-3.31	102.56	0.00	0.00	0.00	-0.11	0.03	-0.03	14.25	39.75	-9.00	-0.68	-9.51	-2.16	-0.57	-9.55	-2.13	
4679394 4.98	213.75	-3.31	102.56	0.00	-0.00	0.00	-0.10	0.04	0.00	14.00	40.19	-8.06	-0.68	-9.51	-2.13	-0.57	-9.55	-2.13	
