TIME	ALTITUDE	ORIENTATION_X	ORIENTATION_Y	ORIENTATION_Z	ANGVELOCITY_X	ANGVELOCITY_Y	ANGVELOCITY_Z	LINEARACCEL_X	LINEARACCEL_Y	LINEARACCEL_Z	MAGNETOMETER_X	MAGNETOMETER_Y	MAGNETOMETER_Z	ACCELEROMETER_X	ACCELEROMETER_Y	ACCELEROMETER_Z	GRAVITY_X	GRAVITY_Y	GRAVITY_Z	
4099150 6.27	35.19	86.31	1.38	-0.00	0.00	-0.00	0.03	0.06	0.00	-44.88	21.00	1.50	9.82	-0.17	0.57	9.78	-0.23	0.57	
4099231 6.23	35.12	86.31	1.38	-0.00	-0.00	0.00	0.04	0.02	-0.05	-44.88	20.19	2.38	9.83	-0.21	0.51	9.78	-0.23	0.57	
4099311 6.20	35.12	86.31	1.38	-0.01	-0.00	0.00	0.04	0.00	0.00	-43.75	20.19	1.88	9.82	-0.24	0.57	9.78	-0.23	0.57	
4099388 6.15	35.19	86.31	1.38	0.00	0.00	0.00	0.03	-0.02	-0.01	-44.06	20.56	1.06	9.81	-0.25	0.56	9.78	-0.23	0.57	
4099466 6.16	35.19	86.31	1.38	-0.01	-0.00	0.00	0.03	-0.04	-0.04	-45.56	21.00	1.88	9.82	-0.28	0.53	9.78	-0.23	0.57	
4099544 6.18	35.19	86.31	1.38	0.00	0.00	0.00	0.04	0.01	0.00	-44.88	21.00	1.06	9.81	-0.26	0.61	9.78	-0.23	0.57	
4099623 6.17	35.12	86.31	1.38	-0.01	0.00	-0.00	0.05	-0.03	-0.05	-44.50	20.56	1.88	9.82	-0.27	0.62	9.78	-0.23	0.57	
4099703 6.14	35.12	86.31	1.38	0.01	0.00	-0.00	0.04	0.00	-0.02	-44.06	20.19	0.69	9.83	-0.16	0.54	9.78	-0.23	0.57	
4099783 6.14	35.12	86.31	1.38	0.01	0.00	-0.00	0.03	0.02	0.00	-44.88	20.19	2.38	9.81	-0.20	0.58	9.78	-0.23	0.57	
4099863 6.15	35.12	86.31	1.38	-0.00	0.00	0.00	0.05	-0.02	0.04	-44.50	20.19	1.50	9.83	-0.25	0.62	9.78	-0.23	0.57	
4099941 6.09	35.12	86.31	1.38	0.00	-0.00	0.00	0.03	-0.03	-0.02	-45.56	20.19	1.50	9.81	-0.26	0.55	9.78	-0.23	0.57	
4100021 6.09	35.12	86.31	1.38	-0.01	-0.00	0.00	0.04	-0.05	-0.03	-44.50	20.19	1.88	9.83	-0.28	0.54	9.78	-0.23	0.57	
4100101 6.15	35.12	86.31	1.38	0.01	0.00	0.00	0.02	-0.01	0.02	-44.88	21.00	1.88	9.81	-0.25	0.60	9.78	-0.23	0.57	
4100180 6.11	35.12	86.31	1.38	0.01	0.00	-0.00	0.04	0.06	0.02	-44.88	21.00	1.88	9.83	-0.17	0.60	9.78	-0.23	0.57	
4100258 6.16	35.12	86.31	1.38	-0.00	0.00	0.00	0.04	-0.05	-0.01	-44.88	20.56	2.75	9.83	-0.29	0.56	9.78	-0.23	0.57	
4100336 6.15	35.12	86.31	1.38	0.01	0.00	0.00	0.02	0.05	0.04	-44.06	21.00	2.38	9.81	-0.19	0.61	9.78	-0.23	0.57	
4100415 6.18	35.12	86.31	1.38	-0.00	0.00	0.00	0.04	0.00	-0.02	-44.50	20.56	1.50	9.80	-0.22	0.57	9.78	-0.23	0.57	
4100494 6.14	35.12	86.31	1.38	0.00	-0.00	0.00	0.04	-0.02	0.02	-44.50	21.25	1.06	9.82	-0.25	0.60	9.78	-0.23	0.57	
4100574 6.13	35.12	86.31	1.38	0.00	-0.00	0.00	0.04	-0.04	-0.01	-44.50	20.56	1.50	9.82	-0.28	0.56	9.78	-0.23	0.57	
4100654 6.12	35.12	86.31	1.38	-0.00	0.00	-0.00	0.04	-0.05	-0.02	-45.56	20.56	1.88	9.83	-0.29	0.55	9.78	-0.23	0.57	
4100734 6.11	35.12	86.31	1.38	0.01	0.01	0.00	0.04	0.04	0.01	-45.25	20.19	1.50	9.83	-0.19	0.59	9.78	-0.23	0.57	
4100814 6.14	35.12	86.31	1.38	0.01	0.00	-0.00	0.03	0.01	-0.01	-44.50	21.00	1.06	9.82	-0.21	0.56	9.78	-0.23	0.57	
4100892 6.09	35.12	86.31	1.38	-0.01	-0.00	0.01	0.04	-0.02	0.04	-45.19	21.69	0.69	9.82	-0.25	0.62	9.78	-0.23	0.57	
4100970 6.16	35.12	86.31	1.38	0.01	-0.00	0.00	0.04	0.00	0.02	-44.50	20.19	1.88	9.83	-0.24	0.60	9.78	-0.23	0.57	
4101048 6.16	35.12	86.31	1.38	-0.01	0.00	0.00	0.06	-0.04	-0.01	-44.06	20.19	1.50	9.84	-0.27	0.56	9.78	-0.23	0.57	
4101127 6.13	35.12	86.31	1.38	0.00	0.00	0.00	0.04	-0.01	0.01	-45.25	19.75	0.25	9.80	-0.29	0.56	9.78	-0.23	0.57	
4101207 6.17	35.12	86.31	1.38	-0.00	0.00	-0.00	0.04	-0.02	-0.05	-44.50	21.25	1.50	9.81	-0.27	0.56	9.78	-0.23	0.57	
4101287 6.13	35.12	86.31	1.38	0.01	-0.00	-0.00	0.04	0.01	-0.01	-44.88	20.56	1.50	9.84	-0.23	0.51	9.78	-0.23	0.57	
4101367 6.13	35.12	86.31	1.38	0.00	0.00	-0.00	0.05	0.05	0.00	-45.19	21.25	0.25	9.83	-0.17	0.57	9.78	-0.23	0.57	
4101445 6.17	35.12	86.31	1.38	0.00	-0.00	0.00	0.04	-0.02	0.00	-44.50	20.56	2.38	9.83	-0.25	0.57	9.78	-0.23	0.57	
4101525 6.11	35.12	86.31	1.38	-0.01	0.00	0.00	0.04	-0.01	-0.01	-45.25	20.19	1.06	9.82	-0.24	0.56	9.78	-0.23	0.57	
4101605 6.09	35.12	86.31	1.38	0.00	0.00	0.00	0.02	0.00	-0.02	-44.50	19.75	1.88	9.81	-0.23	0.55	9.78	-0.23	0.57	
4101684 6.12	35.12	86.31	1.38	0.01	0.00	-0.00	0.06	-0.01	-0.02	-44.50	21.00	1.88	9.84	-0.25	0.55	9.78	-0.23	0.57	
4101763 6.06	35.12	86.31	1.38	-0.00	-0.00	-0.00	0.04	0.00	-0.01	-44.50	21.00	1.50	9.83	-0.22	0.56	9.78	-0.23	0.57	
4101840 6.03	35.12	86.31	1.38	0.01	0.00	-0.00	0.04	0.01	-0.02	-44.88	19.75	2.38	9.82	-0.21	0.55	9.78	-0.23	0.57	
4101919 6.07	35.06	86.31	1.38	0.01	-0.00	0.00	0.04	0.00	0.05	-44.88	20.19	1.06	9.81	-0.21	0.60	9.78	-0.23	0.57	
4101998 6.04	35.06	86.31	1.38	-0.01	-0.00	0.00	0.05	-0.02	0.00	-44.50	21.00	2.38	9.81	-0.28	0.56	9.78	-0.23	0.57	
4102078 6.02	35.06	86.31	1.38	-0.01	0.00	0.01	0.06	-0.05	0.00	-44.06	21.00	1.88	9.84	-0.29	0.54	9.78	-0.23	0.57	
4102158 6.00	35.06	86.31	1.38	0.00	0.00	0.00	0.05	-0.03	-0.04	-45.19	21.25	1.50	9.83	-0.27	0.53	9.78	-0.23	0.57	
4102238 5.99	35.06	86.31	1.38	0.02	0.00	-0.00	0.04	0.00	-0.03	-44.88	21.00	1.88	9.82	-0.22	0.54	9.78	-0.23	0.57	
4102318 5.96	35.06	86.31	1.38	0.02	0.00	-0.00	0.03	-0.01	0.00	-44.88	21.69	1.50	9.82	-0.24	0.58	9.78	-0.23	0.57	
4102396 5.93	35.00	86.31	1.38	0.02	-0.00	0.00	0.05	0.05	0.00	-44.88	21.00	1.88	9.84	-0.18	0.58	9.78	-0.23	0.58	
4102474 5.89	35.00	86.31	1.38	0.01	-0.00	0.00	0.06	0.04	0.01	-44.88	20.19	1.50	9.84	-0.19	0.59	9.78	-0.23	0.58	
4102553 5.94	35.00	86.31	1.38	-0.00	0.00	0.00	0.03	0.00	0.00	-45.25	20.56	1.88	9.82	-0.23	0.58	9.78	-0.23	0.58	
4102631 5.96	35.00	86.31	1.38	-0.00	0.00	0.00	0.06	-0.03	-0.03	-44.50	20.19	1.88	9.81	-0.25	0.57	9.78	-0.23	0.58	
4102711 5.97	35.00	86.31	1.38	0.01	0.00	-0.00	0.04	-0.02	0.00	-44.88	21.00	1.88	9.80	-0.23	0.57	9.78	-0.23	0.58	
4102791 5.98	35.00	86.31	1.38	0.00	0.00	-0.00	0.04	-0.03	-0.01	-44.88	21.25	1.88	9.82	-0.28	0.52	9.78	-0.23	0.58	
4102871 5.95	35.00	86.31	1.38	0.00	-0.00	-0.00	0.03	0.03	0.00	-44.50	21.00	1.50	9.82	-0.20	0.57	9.78	-0.23	0.58	
4102949 5.96	35.00	86.31	1.38	0.00	0.00	-0.00	0.05	0.02	0.01	-44.50	21.00	1.50	9.83	-0.21	0.59	9.78	-0.23	0.58	
4103028 5.97	35.00	86.31	1.38	-0.00	-0.00	0.00	0.04	-0.02	0.02	-44.88	21.00	1.88	9.82	-0.26	0.60	9.78	-0.23	0.58	
4103108 5.90	35.00	86.31	1.38	-0.00	-0.00	0.00	0.04	-0.04	0.00	-44.88	20.56	0.69	9.83	-0.27	0.58	9.78	-0.23	0.58	
4103187 5.89	35.00	86.31	1.38	0.00	0.00	0.00	0.04	-0.04	0.00	-44.50	20.56	1.06	9.82	-0.27	0.58	9.78	-0.23	0.58	
4103265 5.89	35.00	86.31	1.38	0.01	-0.00	0.00	0.05	-0.04	-0.01	-44.50	21.00	1.50	9.83	-0.28	0.56	9.78	-0.23	0.58	
4103343 5.82	35.00	86.31	1.38	0.00	-0.00	0.00	0.04	0.00	0.00	-45.19	20.56	1.06	9.83	-0.22	0.57	9.78	-0.23	0.58	
4103423 5.85	35.00	86.31	1.38	0.01	0.00	0.00	0.04	0.00	-0.01	-44.50	21.00	1.06	9.83	-0.24	0.56	9.78	-0.23	0.58	
4103501 5.92	35.00	86.31	1.38	-0.00	0.00	0.00	0.04	-0.03	-0.03	-44.06	21.00	1.50	9.82	-0.26	0.54	9.78	-0.23	0.58	
4103581 5.95	35.00	86.31	1.38	-0.01	-0.00	0.00	0.04	-0.02	-0.01	-44.88	21.00	1.06	9.82	-0.26	0.56	9.78	-0.23	0.58	
4103661 5.95	35.00	86.31	1.38	-0.00	-0.00	0.00	0.04	0.00	-0.01	-44.50	20.56	1.88	9.82	-0.23	0.56	9.78	-0.23	0.58	
4103741 5.90	35.00	86.31	1.38	0.00	-0.00	0.00	0.03	0.00	0.03	-44.50	21.00	1.50	9.82	-0.24	0.61	9.78	-0.23	0.58	
4103821 5.91	35.00	86.31	1.38	0.00	-0.00	0.00	0.03	0.00	0.02	-45.25	21.69	0.69	9.82	-0.22	0.60	9.78	-0.23	0.58	
4103898 5.96	35.00	86.31	1.38	0.00	0.00	0.00	0.04	0.02	0.00	-44.06	20.19	1.88	9.82	-0.21	0.58	9.78	-0.23	0.58	
4103977 5.95	35.00	86.31	1.38	-0.01	0.00	-0.00	0.03	-0.03	0.00	-45.25	20.56	0.25	9.81	-0.26	0.58	9.78	-0.23	0.58	
4104055 5.91	35.00	86.31	1.38	-0.00	-0.00	0.00	0.04	0.00	0.00	-44.88	20.56	1.06	9.82	-0.23	0.60	9.78	-0.23	0.58	
4104134 5.95	35.00	86.31	1.38	0.00	-0.00	0.00	0.03	-0.02	0.00	-45.19	20.56	2.38	9.83	-0.22	0.58	9.78	-0.23	0.58	
4104214 6.00	35.00	86.31	1.38	0.01	-0.00	-0.00	0.03	0.02	-0.01	-44.06	21.00	1.50	9.81	-0.21	0.58	9.78	-0.23	0.58	
4104294 5.93	35.00	86.31	1.38	0.00	-0.00	0.00	0.02	0.02	-0.03	-44.88	21.00	2.38	9.80	-0.26	0.55	9.78	-0.23	0.58	
4104374 5.94	35.00	86.31	1.38	-0.00	-0.00	-0.00	0.03	-0.03	-0.01	-44.50	21.25	1.88	9.81	-0.27	0.56	9.78	-0.23	0.58	
4104452 5.95	35.00	86.31	1.38	-0.01	-0.00	0.00	0.03	0.00	-0.01	-44.06	21.00	0.69	9.82	-0.24	0.56	9.78	-0.23	0.58	
4104531 5.93	35.00	86.31	1.38	0.01	0.00	0.00	0.04	0.03	0.00	-45.25	21.00	1.88	9.82	-0.20	0.58	9.78	-0.23	0.58	
4104610 5.90	35.00	86.31	1.38	-0.01	-0.00	0.00	0.04	0.00	0.00	-44.88	20.19	1.06	9.82	-0.22	0.58	9.78	-0.23	0.58	
4104687 5.92	35.00	86.31	1.38	0.00	-0.00	0.00	0.06	0.00	0.01	-45.19	20.56	1.50	9.84	-0.23	0.59	9.78	-0.23	0.58	
4104766 6.04	35.00	86.31	1.38	-0.01	0.00	0.00	0.04	-0.04	0.00	-44.50	20.56	1.88	9.82	-0.28	0.56	9.78	-0.23	0.57	
4104846 5.99	35.00	86.31	1.38	-0.00	0.00	-0.00	0.05	0.01	0.00	-45.19	21.25	1.88	9.82	-0.26	0.57	9.78	-0.23	0.57	
4104926 6.00	35.00	86.31	1.38	-0.00	0.00	-0.00	0.03	-0.02	0.02	-44.50	20.19	1.88	9.81	-0.25	0.60	9.78	-0.23	0.57	
4105004 6.00	35.06	86.31	1.38	-0.01	0.00	0.00	0.03	-0.04	-0.02	-45.25	21.69	2.38	9.81	-0.28	0.55	9.78	-0.23	0.57	
4105084 6.05	35.06	86.31	1.38	0.00	-0.00	0.00	0.05	0.03	0.00	-45.56	21.00	1.50	9.83	-0.20	0.57	9.78	-0.23	0.57	
4105164 6.14	35.06	86.31	1.38	-0.00	-0.00	0.00	0.04	-0.03	-0.01	-44.88	20.56	1.06	9.83	-0.26	0.56	9.78	-0.23	0.57	
4105244 6.14	35.06	86.31	1.38	-0.01	-0.00	0.00	0.05	0.01	0.01	-44.50	20.56	0.69	9.83	-0.22	0.59	9.78	-0.23	0.57	
4105323 6.08	35.06	86.31	1.38	0.01	0.00	0.00	0.05	0.00	-0.01	-44.06	21.00	2.38	9.84	-0.22	0.56	9.78	-0.23	0.57	
4105400 6.13	35.06	86.31	1.38	0.00	-0.00	0.00	0.02	0.00	0.01	-44.50	21.00	1.88	9.81	-0.23	0.59	9.78	-0.23	0.57	
4105478 6.18	35.06	86.31	1.38	-0.00	-0.00	-0.00	0.05	0.00	0.00	-44.50	21.25	1.88	9.83	-0.25	0.58	9.78	-0.23	0.57	
4105556 6.23	35.06	86.31	1.38	0.00	0.00	-0.00	0.01	0.00	0.00	-44.50	20.56	1.50	9.79	-0.22	0.57	9.78	-0.23	0.57	
4105636 6.23	35.06	86.31	1.38	0.00	-0.00	0.00	0.03	0.00	0.00	-45.25	20.56	1.88	9.82	-0.24	0.57	9.78	-0.23	0.57	
4105716 6.30	35.06	86.31	1.38	0.00	-0.00	0.00	0.04	-0.02	-0.02	-44.88	20.56	1.06	9.82	-0.25	0.55	9.78	-0.23	0.57	
4105796 6.21	35.06	86.31	1.38	-0.01	-0.00	0.00	0.03	-0.01	0.00	-44.88	20.56	1.88	9.81	-0.25	0.57	9.78	-0.23	0.57	
4105876 6.17	35.06	86.31	1.38	-0.00	-0.00	0.00	0.05	-0.04	0.00	-45.25	21.00	1.88	9.83	-0.28	0.58	9.78	-0.23	0.57	
4105953 6.22	35.06	86.31	1.38	-0.01	-0.00	0.00	0.06	0.00	-0.02	-45.25	20.56	2.38	9.84	-0.24	0.55	9.78	-0.23	0.57	
4106030 6.20	35.06	86.31	1.38	0.01	0.00	-0.00	0.04	0.01	0.00	-44.50	21.00	1.50	9.83	-0.18	0.60	9.78	-0.23	0.57	
4106109 6.23	35.06	86.31	1.38	0.00	0.00	0.00	0.04	-0.03	0.00	-44.50	20.56	2.75	9.82	-0.21	0.55	9.78	-0.23	0.57	
4106189 6.23	35.06	86.31	1.38	0.00	-0.00	0.00	0.04	-0.01	0.01	-44.88	21.00	1.50	9.82	-0.25	0.58	9.78	-0.23	0.57	
4106269 6.13	35.06	86.31	1.38	-0.00	0.00	-0.00	0.04	-0.02	0.00	-45.25	20.19	0.69	9.83	-0.25	0.60	9.78	-0.23	0.57	
4106349 6.16	35.06	86.31	1.38	-0.00	0.00	0.00	0.03	-0.01	0.01	-44.88	20.56	1.88	9.84	-0.25	0.60	9.78	-0.23	0.57	
4106429 6.13	35.06	86.31	1.38	-0.01	0.00	0.00	0.03	0.00	0.00	-43.75	21.25	1.50	9.81	-0.23	0.57	9.78	-0.23	0.57	
4106507 6.07	35.06	86.31	1.38	0.00	0.00	0.00	0.04	-0.02	-0.07	-44.88	20.19	1.88	9.82	-0.25	0.50	9.78	-0.23	0.57	
4106587 6.11	35.06	86.31	1.38	0.00	-0.00	0.00	0.04	-0.03	-0.02	-45.25	21.25	0.25	9.83	-0.26	0.55	9.78	-0.23	0.57	
4106673 6.19	35.06	86.31	1.38	0.00	0.00	0.00	0.05	0.00	-0.01	-44.50	21.00	2.25	9.83	-0.24	0.56	9.78	-0.23	0.57	
4106753 6.10	35.06	86.31	1.38	-0.00	0.00	0.00	0.04	-0.05	0.01	-43.38	20.56	2.38	9.82	-0.29	0.59	9.78	-0.23	0.57	
4106832 6.07	35.06	86.31	1.38	0.00	0.00	0.00	0.02	0.00	0.00	-45.56	20.56	1.88	9.83	-0.22	0.58	9.78	-0.23	0.57	
4106912 6.07	35.06	86.31	1.38	0.01	-0.00	-0.00	0.05	0.00	-0.04	-44.06	21.25	1.50	9.81	-0.21	0.54	9.78	-0.23	0.57	
4106992 6.11	35.06	86.31	1.38	-0.00	-0.00	0.00	0.04	0.00	-0.01	-44.50	21.00	2.25	9.83	-0.25	0.56	9.78	-0.23	0.57	
4107071 6.17	35.06	86.31	1.38	-0.01	0.00	0.00	0.05	-0.02	0.01	-44.88	21.00	0.69	9.84	-0.25	0.57	9.78	-0.23	0.57	
4107151 6.02	35.06	86.31	1.38	0.00	-0.00	0.00	0.03	-0.04	0.03	-44.50	20.19	2.25	9.82	-0.25	0.61	9.78	-0.23	0.57	
4107231 5.99	35.00	86.31	1.38	0.01	-0.00	0.00	0.04	0.01	0.01	-44.50	21.00	0.69	9.82	-0.21	0.59	9.78	-0.23	0.58	
4107309 5.98	35.00	86.31	1.38	0.00	0.00	0.00	0.04	-0.02	-0.06	-44.88	20.56	1.06	9.82	-0.26	0.51	9.78	-0.23	0.58	
4107389 5.98	35.00	86.31	1.38	-0.00	0.00	0.00	0.03	0.02	-0.02	-44.50	21.25	0.69	9.82	-0.21	0.55	9.78	-0.23	0.58	
4107467 5.94	35.00	86.31	1.38	0.00	0.00	0.00	0.05	0.00	0.00	-45.25	21.00	1.88	9.84	-0.22	0.58	9.78	-0.23	0.58	
4107545 5.89	35.00	86.31	1.38	0.00	0.00	0.00	0.04	-0.01	0.04	-44.88	20.56	1.50	9.83	-0.25	0.62	9.78	-0.23	0.58	
4107623 5.87	35.00	86.31	1.38	-0.00	-0.00	0.00	0.05	-0.02	-0.01	-45.19	20.56	0.69	9.81	-0.27	0.59	9.78	-0.23	0.58	
4107702 5.92	35.00	86.31	1.38	-0.00	0.00	-0.00	0.05	-0.01	-0.03	-44.88	20.56	1.50	9.82	-0.24	0.54	9.78	-0.23	0.58	
4107782 5.91	35.00	86.31	1.38	0.01	0.00	-0.00	0.05	0.00	-0.04	-45.56	21.00	0.69	9.83	-0.22	0.53	9.78	-0.23	0.58	
4107860 5.89	35.00	86.31	1.38	0.01	-0.00	-0.00	0.03	0.03	-0.01	-44.88	20.56	1.88	9.82	-0.19	0.56	9.78	-0.23	0.58	
4107939 5.89	35.00	86.31	1.38	0.00	0.00	0.00	0.03	0.00	0.02	-44.88	21.25	1.06	9.81	-0.24	0.60	9.78	-0.23	0.58	
4108016 5.89	35.00	86.31	1.38	-0.01	-0.00	0.00	0.04	-0.03	0.01	-44.88	19.75	1.88	9.82	-0.27	0.59	9.78	-0.23	0.58	
4108095 5.93	35.00	86.31	1.38	0.00	-0.00	-0.00	0.03	0.06	0.01	-44.50	20.56	1.50	9.82	-0.19	0.58	9.78	-0.23	0.58	
4108174 5.94	35.00	86.31	1.38	0.00	-0.00	0.00	0.04	-0.03	-0.05	-44.06	20.56	0.69	9.82	-0.23	0.56	9.78	-0.23	0.58	
4108254 5.95	35.00	86.31	1.38	-0.01	-0.00	0.00	0.05	-0.06	-0.01	-44.88	20.56	0.69	9.82	-0.29	0.53	9.78	-0.23	0.58	
4108334 5.94	35.00	86.31	1.38	0.00	0.00	0.00	0.04	0.00	0.06	-44.88	21.00	0.25	9.82	-0.23	0.64	9.78	-0.23	0.58	
4108412 5.97	35.00	86.31	1.38	0.01	0.00	-0.00	0.04	-0.02	0.01	-44.50	20.19	0.25	9.82	-0.25	0.59	9.78	-0.23	0.58	
4108491 5.90	35.00	86.31	1.38	-0.00	-0.00	-0.00	0.04	-0.02	-0.02	-45.56	20.56	1.06	9.83	-0.26	0.55	9.78	-0.23	0.58	
4108569 5.94	35.00	86.31	1.38	0.01	-0.00	0.00	0.03	0.03	0.00	-45.19	21.25	1.50	9.82	-0.20	0.58	9.78	-0.23	0.58	
4108647 5.98	35.00	86.31	1.38	-0.00	-0.01	0.00	0.04	-0.02	-0.01	-44.50	20.56	2.38	9.83	-0.26	0.56	9.78	-0.23	0.58	
4108726 5.91	35.00	86.31	1.38	-0.01	0.00	0.00	0.04	-0.02	0.02	-44.50	21.25	1.88	9.81	-0.28	0.60	9.78	-0.23	0.58	
4108805 5.87	35.00	86.31	1.38	0.00	0.00	0.00	0.04	-0.01	0.01	-44.88	20.19	1.88	9.81	-0.25	0.58	9.78	-0.23	0.58	
4108885 5.92	35.00	86.31	1.38	0.00	0.00	-0.00	0.04	-0.02	0.00	-44.50	21.00	1.06	9.82	-0.25	0.58	9.78	-0.23	0.58	
4108963 5.91	35.00	86.31	1.38	0.01	0.00	-0.00	0.04	0.01	-0.02	-44.88	20.56	1.06	9.82	-0.21	0.55	9.78	-0.23	0.58	
4109042 5.91	35.00	86.31	1.38	-0.00	-0.00	0.00	0.03	0.02	0.02	-45.19	21.00	1.50	9.82	-0.21	0.60	9.78	-0.23	0.58	
4109120 5.93	35.00	86.31	1.38	-0.00	-0.00	0.00	0.04	0.03	0.04	-45.56	20.56	1.50	9.83	-0.20	0.62	9.78	-0.23	0.58	
4109198 5.99	35.00	86.31	1.38	-0.01	0.00	0.00	0.05	-0.01	0.01	-45.19	21.25	1.88	9.83	-0.25	0.59	9.78	-0.23	0.58	
4109277 5.99	35.00	86.31	1.38	-0.01	-0.00	0.00	0.05	0.00	-0.04	-44.50	21.00	1.50	9.84	-0.26	0.57	9.78	-0.23	0.58	
4109356 6.03	35.00	86.31	1.38	-0.00	-0.00	0.00	0.03	0.00	-0.01	-44.88	21.00	2.38	9.82	-0.25	0.55	9.78	-0.23	0.58	
4109436 6.02	35.00	86.31	1.38	-0.00	-0.00	0.00	0.05	-0.03	0.00	-44.50	21.25	1.88	9.83	-0.26	0.57	9.78	-0.23	0.58	
4109514 5.97	35.00	86.31	1.38	0.01	0.00	-0.00	0.02	0.02	-0.02	-44.50	20.56	1.06	9.81	-0.21	0.55	9.78	-0.23	0.58	
4109594 5.96	35.00	86.31	1.38	0.00	0.00	-0.00	0.05	-0.01	0.00	-45.25	20.56	1.88	9.83	-0.25	0.58	9.78	-0.23	0.58	
4109673 5.95	35.00	86.31	1.38	-0.01	0.00	0.00	0.04	0.00	-0.03	-44.06	20.56	1.88	9.83	-0.22	0.54	9.78	-0.23	0.58	
4109751 5.96	35.00	86.31	1.38	-0.00	-0.00	0.00	0.04	0.01	-0.01	-44.88	20.56	1.50	9.83	-0.22	0.56	9.78	-0.23	0.58	
4109829 5.90	35.00	86.31	1.38	0.00	0.00	0.00	0.03	-0.01	0.03	-44.50	21.25	1.88	9.82	-0.22	0.58	9.78	-0.23	0.58	
4109908 5.92	35.00	86.31	1.38	0.00	-0.00	-0.00	0.04	-0.05	0.02	-44.50	21.00	1.50	9.81	-0.28	0.57	9.78	-0.23	0.58	
4109988 5.86	35.00	86.31	1.38	0.00	-0.00	-0.00	0.04	0.00	0.03	-44.50	21.00	1.50	9.82	-0.23	0.61	9.78	-0.23	0.58	
4110065 5.90	35.00	86.31	1.38	0.01	0.00	-0.00	0.04	0.00	-0.03	-44.50	21.25	1.06	9.82	-0.22	0.54	9.78	-0.23	0.58	
4110145 5.95	35.00	86.31	1.38	0.01	0.00	-0.00	0.04	0.04	0.01	-44.06	21.00	1.88	9.82	-0.19	0.59	9.78	-0.23	0.58	
4110223 5.87	35.00	86.31	1.38	-0.00	0.00	-0.00	0.03	0.01	0.02	-44.06	20.19	1.50	9.82	-0.22	0.60	9.78	-0.23	0.58	
4110300 5.91	35.00	86.31	1.38	0.00	-0.00	0.00	0.04	0.00	0.04	-44.50	20.56	2.38	9.81	-0.23	0.60	9.78	-0.23	0.58	
4110379 5.86	35.00	86.31	1.38	0.00	0.00	0.00	0.02	-0.02	-0.06	-44.88	21.00	2.75	9.81	-0.25	0.60	9.78	-0.23	0.58	
4110510 5.87	35.00	86.31	1.38	0.00	0.00	0.00	0.04	-0.06	0.01	-44.50	20.19	2.38	9.82	-0.30	0.54	9.78	-0.23	0.58	
4110589 5.88	34.94	86.31	1.38	-0.00	0.00	0.00	0.04	-0.01	0.00	-45.19	20.56	0.69	9.83	-0.25	0.58	9.78	-0.23	0.58	
4110667 5.90	34.94	86.31	1.31	0.01	0.00	-0.00	0.06	0.02	0.00	-44.88	21.00	1.50	9.84	-0.21	0.58	9.78	-0.23	0.58	
4110746 5.87	34.94	86.31	1.31	-0.00	0.00	0.00	0.04	-0.01	0.00	-44.88	21.00	2.38	9.82	-0.24	0.57	9.78	-0.23	0.58	
4110825 5.87	34.94	86.31	1.31	0.00	-0.00	0.00	0.04	0.01	0.00	-44.88	21.25	1.50	9.82	-0.22	0.57	9.78	-0.23	0.58	
4110903 5.86	34.94	86.31	1.31	0.00	-0.00	0.00	0.05	-0.03	0.01	-44.06	21.00	1.50	9.83	-0.27	0.59	9.78	-0.23	0.58	
4110981 5.87	34.94	86.31	1.31	0.00	0.00	-0.00	0.04	-0.02	0.02	-44.88	20.19	1.50	9.82	-0.26	0.57	9.78	-0.23	0.58	
4111061 5.91	34.94	86.31	1.31	0.00	0.00	-0.00	0.06	0.01	0.00	-45.25	20.56	1.88	9.84	-0.21	0.56	9.78	-0.23	0.58	
4111141 5.90	34.94	86.31	1.31	0.00	0.00	-0.00	0.04	-0.03	0.00	-45.56	20.19	1.88	9.83	-0.27	0.57	9.78	-0.23	0.58	
4111219 5.87	34.94	86.31	1.31	-0.00	0.00	0.00	0.04	0.01	-0.02	-44.88	19.75	1.50	9.83	-0.22	0.55	9.78	-0.23	0.58	
4111299 5.94	34.94	86.31	1.31	0.00	0.00	0.00	0.03	0.04	0.04	-44.06	22.06	1.88	9.82	-0.19	0.62	9.78	-0.23	0.58	
4111378 5.94	34.94	86.31	1.31	0.00	0.00	0.00	0.02	-0.02	0.02	-44.88	20.56	1.06	9.80	-0.26	0.60	9.78	-0.23	0.58	
4111456 5.91	34.94	86.31	1.31	-0.02	-0.00	0.00	0.04	-0.05	0.00	-44.88	20.56	2.38	9.83	-0.29	0.57	9.78	-0.23	0.58	
4111534 5.83	35.00	86.31	1.38	0.00	0.00	0.00	0.04	0.02	0.01	-44.06	21.25	-0.06	9.82	-0.20	0.59	9.78	-0.23	0.58	
4111613 5.82	35.00	86.31	1.38	-0.01	-0.00	-0.00	0.04	-0.07	0.00	-44.50	21.00	1.06	9.84	-0.23	0.54	9.78	-0.23	0.58	
4111692 5.82	35.00	86.31	1.38	0.00	-0.00	0.00	0.05	0.01	0.00	-44.50	19.75	1.50	9.84	-0.21	0.58	9.78	-0.23	0.58	
4111770 5.84	35.00	86.31	1.38	0.01	0.00	-0.00	0.02	-0.02	-0.01	-45.88	20.19	2.38	9.81	-0.25	0.56	9.78	-0.23	0.58	
